review,rating,region,platform,language,label
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Delhi,Zomato,Tamil,Fake
Received the item in good condition. Works as expected.,4,Delhi,Flipkart,Tamil,Legit
Received the item in good condition. Works as expected.,4,Maharashtra,Amazon,Bengali,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,Tamil Nadu,Zomato,English,Fake
Fits well and is comfortable for long periods of use.,3,Tamil Nadu,Flipkart,Hindi,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,3,West Bengal,Amazon,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,4,Karnataka,Flipkart,Tamil,Fake
Decent product for the price. Packaging could be better though.,4,Karnataka,Snapdeal,Hindi,Legit
Decent product for the price. Packaging could be better though.,1,Tamil Nadu,Flipkart,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Karnataka,Myntra,Telugu,Legit
Fits well and is comfortable for long periods of use.,1,Karnataka,Zomato,Tamil,Legit
Decent product for the price. Packaging could be better though.,4,Karnataka,Snapdeal,Telugu,Legit
Received the item in good condition. Works as expected.,2,Delhi,Zomato,Bengali,Legit
Great product. Great service. Great everything.,5,Delhi,Snapdeal,Bengali,Fake
Received the item in good condition. Works as expected.,5,Maharashtra,Zomato,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,Karnataka,Zomato,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,4,West Bengal,Zomato,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,2,Tamil Nadu,Snapdeal,English,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,Karnataka,Flipkart,English,Legit
OMG this is the best phone in the universe!!!!,5,West Bengal,Amazon,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,2,Maharashtra,Zomato,Hindi,Fake
Fits well and is comfortable for long periods of use.,2,West Bengal,Flipkart,English,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,1,Karnataka,Zomato,Hindi,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Maharashtra,Amazon,Tamil,Fake
Great product. Great service. Great everything.,5,West Bengal,Zomato,Telugu,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Delhi,Snapdeal,Telugu,Legit
OMG this is the best phone in the universe!!!!,5,Karnataka,Snapdeal,Telugu,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,3,West Bengal,Myntra,Tamil,Fake
Decent product for the price. Packaging could be better though.,4,Karnataka,Zomato,Tamil,Legit
Received the item in good condition. Works as expected.,3,Maharashtra,Zomato,Bengali,Legit
Fits well and is comfortable for long periods of use.,5,Delhi,Zomato,Hindi,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,West Bengal,Myntra,English,Fake
Fits well and is comfortable for long periods of use.,5,Karnataka,Flipkart,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,West Bengal,Snapdeal,Bengali,Legit
OMG this is the best phone in the universe!!!!,1,West Bengal,Snapdeal,English,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Karnataka,Amazon,English,Fake
Decent product for the price. Packaging could be better though.,5,Karnataka,Snapdeal,English,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,3,Maharashtra,Myntra,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Delhi,Snapdeal,English,Legit
Received the item in good condition. Works as expected.,1,Karnataka,Zomato,Hindi,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Delhi,Flipkart,Telugu,Fake
Great product. Great service. Great everything.,4,Maharashtra,Snapdeal,Tamil,Fake
Received the item in good condition. Works as expected.,5,West Bengal,Flipkart,Tamil,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Tamil Nadu,Amazon,Tamil,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,3,Tamil Nadu,Amazon,Tamil,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,West Bengal,Amazon,English,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Tamil Nadu,Zomato,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Maharashtra,Snapdeal,Tamil,Fake
Great product. Great service. Great everything.,3,Maharashtra,Snapdeal,Bengali,Fake
OMG this is the best phone in the universe!!!!,1,Tamil Nadu,Amazon,Telugu,Fake
OMG this is the best phone in the universe!!!!,5,Maharashtra,Zomato,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,West Bengal,Amazon,Tamil,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,3,Delhi,Myntra,Tamil,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Delhi,Snapdeal,English,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Karnataka,Snapdeal,Telugu,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,3,Maharashtra,Myntra,Hindi,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,4,West Bengal,Myntra,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Maharashtra,Snapdeal,Tamil,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,1,Tamil Nadu,Myntra,English,Fake
Decent product for the price. Packaging could be better though.,5,Delhi,Flipkart,English,Legit
OMG this is the best phone in the universe!!!!,5,Delhi,Flipkart,Hindi,Fake
Decent product for the price. Packaging could be better though.,3,Tamil Nadu,Snapdeal,Tamil,Legit
Decent product for the price. Packaging could be better though.,2,Delhi,Flipkart,English,Legit
Fits well and is comfortable for long periods of use.,3,Delhi,Myntra,English,Legit
OMG this is the best phone in the universe!!!!,2,Delhi,Myntra,Hindi,Fake
OMG this is the best phone in the universe!!!!,5,Karnataka,Flipkart,Tamil,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,1,Karnataka,Myntra,Tamil,Fake
Received the item in good condition. Works as expected.,2,Maharashtra,Zomato,Bengali,Legit
Fits well and is comfortable for long periods of use.,5,Tamil Nadu,Amazon,Tamil,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,West Bengal,Snapdeal,Tamil,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Maharashtra,Snapdeal,Bengali,Fake
Received the item in good condition. Works as expected.,5,West Bengal,Snapdeal,Bengali,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Delhi,Amazon,Hindi,Fake
OMG this is the best phone in the universe!!!!,1,Tamil Nadu,Amazon,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,4,Tamil Nadu,Amazon,Telugu,Fake
Fits well and is comfortable for long periods of use.,1,Delhi,Snapdeal,English,Legit
OMG this is the best phone in the universe!!!!,1,Delhi,Snapdeal,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,1,West Bengal,Amazon,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,1,Delhi,Snapdeal,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,Maharashtra,Zomato,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,1,Karnataka,Amazon,English,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Tamil Nadu,Zomato,Telugu,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,4,Maharashtra,Zomato,Hindi,Fake
Great product. Great service. Great everything.,1,Karnataka,Flipkart,Hindi,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Maharashtra,Zomato,Tamil,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,West Bengal,Zomato,Hindi,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,Maharashtra,Zomato,Tamil,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Delhi,Snapdeal,English,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Delhi,Zomato,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,West Bengal,Snapdeal,English,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,5,Delhi,Flipkart,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,Maharashtra,Amazon,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Maharashtra,Flipkart,Bengali,Fake
Great product. Great service. Great everything.,2,Karnataka,Myntra,Tamil,Fake
Fits well and is comfortable for long periods of use.,2,Tamil Nadu,Myntra,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Tamil Nadu,Flipkart,Hindi,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,Delhi,Zomato,English,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,4,Tamil Nadu,Snapdeal,Hindi,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,1,West Bengal,Zomato,Tamil,Fake
Great product. Great service. Great everything.,2,Delhi,Myntra,Hindi,Fake
Decent product for the price. Packaging could be better though.,1,West Bengal,Flipkart,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Tamil Nadu,Zomato,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Delhi,Zomato,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,2,Karnataka,Zomato,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,4,Karnataka,Myntra,Telugu,Fake
OMG this is the best phone in the universe!!!!,2,Maharashtra,Myntra,Telugu,Fake
OMG this is the best phone in the universe!!!!,2,Delhi,Amazon,Bengali,Fake
Great product. Great service. Great everything.,3,Karnataka,Flipkart,Hindi,Fake
Great product. Great service. Great everything.,1,West Bengal,Flipkart,Tamil,Fake
Decent product for the price. Packaging could be better though.,4,West Bengal,Amazon,Hindi,Legit
Great product. Great service. Great everything.,2,Karnataka,Flipkart,Bengali,Fake
Great product. Great service. Great everything.,1,West Bengal,Snapdeal,Telugu,Fake
OMG this is the best phone in the universe!!!!,3,West Bengal,Snapdeal,Tamil,Fake
OMG this is the best phone in the universe!!!!,4,West Bengal,Amazon,Tamil,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,5,Tamil Nadu,Amazon,Tamil,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Tamil Nadu,Snapdeal,Hindi,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,2,Karnataka,Snapdeal,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,West Bengal,Myntra,Telugu,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Tamil Nadu,Amazon,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,3,Tamil Nadu,Myntra,Bengali,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,1,Karnataka,Zomato,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,4,Karnataka,Myntra,Bengali,Fake
Great product. Great service. Great everything.,3,Tamil Nadu,Zomato,Hindi,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,West Bengal,Snapdeal,Hindi,Legit
Decent product for the price. Packaging could be better though.,2,Maharashtra,Amazon,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Delhi,Amazon,Telugu,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Maharashtra,Myntra,Tamil,Legit
Fits well and is comfortable for long periods of use.,3,West Bengal,Amazon,Bengali,Legit
Fits well and is comfortable for long periods of use.,5,Delhi,Amazon,Hindi,Legit
Great product. Great service. Great everything.,4,Tamil Nadu,Flipkart,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,1,Tamil Nadu,Snapdeal,Telugu,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,4,Karnataka,Myntra,Hindi,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,Karnataka,Zomato,Bengali,Legit
Fits well and is comfortable for long periods of use.,5,Tamil Nadu,Amazon,Bengali,Legit
Great product. Great service. Great everything.,3,Maharashtra,Snapdeal,English,Fake
Decent product for the price. Packaging could be better though.,1,Delhi,Myntra,English,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,3,Delhi,Zomato,Telugu,Fake
Fits well and is comfortable for long periods of use.,3,Karnataka,Flipkart,Bengali,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,Tamil Nadu,Zomato,Tamil,Legit
Decent product for the price. Packaging could be better though.,1,Maharashtra,Flipkart,Telugu,Legit
OMG this is the best phone in the universe!!!!,1,Maharashtra,Amazon,English,Fake
Fits well and is comfortable for long periods of use.,4,Tamil Nadu,Snapdeal,Bengali,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,4,West Bengal,Zomato,Bengali,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,1,Karnataka,Flipkart,English,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,West Bengal,Amazon,Hindi,Legit
OMG this is the best phone in the universe!!!!,4,Tamil Nadu,Flipkart,Bengali,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,1,Tamil Nadu,Flipkart,Tamil,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Tamil Nadu,Flipkart,English,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,2,Karnataka,Zomato,Hindi,Fake
Great product. Great service. Great everything.,4,Karnataka,Myntra,Hindi,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,1,West Bengal,Amazon,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,2,Tamil Nadu,Amazon,Hindi,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,3,Karnataka,Zomato,English,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,5,West Bengal,Amazon,Tamil,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,Maharashtra,Myntra,Telugu,Fake
Fits well and is comfortable for long periods of use.,1,West Bengal,Zomato,English,Legit
OMG this is the best phone in the universe!!!!,3,Delhi,Snapdeal,Bengali,Fake
Fits well and is comfortable for long periods of use.,3,Tamil Nadu,Zomato,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Delhi,Flipkart,English,Legit
Received the item in good condition. Works as expected.,3,Delhi,Amazon,Tamil,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,3,Delhi,Snapdeal,Hindi,Fake
Received the item in good condition. Works as expected.,5,Delhi,Amazon,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Tamil Nadu,Snapdeal,Bengali,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,Tamil Nadu,Myntra,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,Delhi,Snapdeal,English,Legit
Decent product for the price. Packaging could be better though.,4,West Bengal,Flipkart,English,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Delhi,Zomato,Hindi,Legit
Great product. Great service. Great everything.,3,Delhi,Flipkart,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Maharashtra,Flipkart,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Maharashtra,Zomato,English,Legit
Great product. Great service. Great everything.,4,West Bengal,Amazon,English,Fake
Fits well and is comfortable for long periods of use.,2,Tamil Nadu,Snapdeal,Hindi,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,5,Maharashtra,Myntra,English,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,1,Delhi,Myntra,Bengali,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,5,Tamil Nadu,Snapdeal,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,2,Tamil Nadu,Flipkart,Hindi,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,1,Delhi,Amazon,Tamil,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,1,Karnataka,Zomato,Hindi,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,2,West Bengal,Snapdeal,Bengali,Fake
Decent product for the price. Packaging could be better though.,1,Karnataka,Snapdeal,Telugu,Legit
Received the item in good condition. Works as expected.,3,Karnataka,Zomato,Telugu,Legit
OMG this is the best phone in the universe!!!!,5,Delhi,Amazon,Tamil,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,3,Delhi,Snapdeal,Bengali,Legit
Decent product for the price. Packaging could be better though.,3,Maharashtra,Snapdeal,Tamil,Legit
Decent product for the price. Packaging could be better though.,4,Maharashtra,Amazon,Bengali,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,4,Tamil Nadu,Zomato,Hindi,Fake
Decent product for the price. Packaging could be better though.,5,Karnataka,Flipkart,Hindi,Legit
Received the item in good condition. Works as expected.,2,Delhi,Snapdeal,Bengali,Legit
Decent product for the price. Packaging could be better though.,3,West Bengal,Zomato,Hindi,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,3,West Bengal,Snapdeal,English,Fake
Decent product for the price. Packaging could be better though.,2,Delhi,Snapdeal,English,Legit
Decent product for the price. Packaging could be better though.,3,Tamil Nadu,Flipkart,Telugu,Legit
